id,category_id,en,pronunciation_si,meaning_si,level
im-just-passing-the-time,s-everyday-conversations,I'm just passing the time.,අයිම් ජස්ට් පාසිං ද ටයිම්.,මං නිකන් වෙලාව ගත කරනවා.,beginner
ive-got-nothing-better-to-do,s-everyday-conversations,I've got nothing better to do.,අයිව් ගොට් නතිං බෙටර් ටු ඩූ.,මට දැන් වෙන කරන්න දෙයක් නෑ.,intermediate
im-having-a-quick-look,s-everyday-conversations,I'm having a quick look.,අයිම් හැවිං අ ක්වික් ලුක්.,මං ඉක්මනට පොඩ්ඩක් බලනවා.,beginner
ill-have-a-look-later,s-everyday-conversations,I'll have a look later.,අයිල් හැව් අ ලුක් ලේටර්.,මං පස්සේ බලන්නම්.,beginner
i-havent-gotten-around-to-it,s-everyday-conversations,I haven't gotten around to it yet.,අයි හැවන්ට් ගොටන් අරවුන්ඩ් ටු ඉට් යෙට්.,මට තාම ඒක කරන්න වෙලාවක් ලැබුණේ නෑ.,intermediate
ive-been-meaning-to-do-that,s-everyday-conversations,I've been meaning to do that.,අයිව් බීන් මීනිං ටු ඩූ දැට්.,මං ඒක කරන්න හිතාගෙන හිටියේ.,intermediate
ive-been-meaning-to-ask-you,s-everyday-conversations,I've been meaning to ask you.,අයිව් බීන් මීනිං ටු ආස්ක් යූ.,මං ඔයාගෙන් මේක අහන්න හිතාගෙන හිටියේ.,intermediate
i-kept-forgetting,s-everyday-conversations,I kept forgetting.,අයි කෙප්ට් ෆොගෙටිං.,මට දිගටම අමතක වුණා.,beginner
i-finally-remembered,s-everyday-conversations,I finally remembered.,අයි ෆයිනලි රිමෙම්බර්ඩ්.,අන්තිමට මට මතක් වුණා.,beginner
better-get-it-done-now,s-everyday-conversations,Better get it done now.,බෙටර් ගෙට් ඉට් ඩන් නවු.,දැන්ම කරලා ඉවර කරන එක හොඳයි.,beginner
i-might-do-it-later,s-everyday-conversations,I might do it later.,අයි මයිට් ඩූ ඉට් ලේටර්.,මං ඒක පස්සේ කරන්න පුළුවන්.,beginner
ill-probably-do-it-tonight,s-everyday-conversations,I'll probably do it tonight.,අයිල් ප්‍රොබබ්ලි ඩූ ඉට් ටුනයිට්.,මං බොහෝවිට අද රෑ ඒක කරන්නම්.,beginner
ill-get-to-it-eventually,s-everyday-conversations,I'll get to it eventually.,අයිල් ගෙට් ටු ඉට් ඉවෙන්චුවලි.,කොහොමහරි පස්සේ ඒක කරන්නම්.,beginner
it-can-wait-till-tomorrow,s-making-plans,It can wait till tomorrow.,ඉට් කැන් වේට් ටිල් ටුමොරෝ.,ඒක හෙට වෙනකම් තියන්න පුළුවන්.,beginner
im-in-no-mood-to-work,s-work-office,I'm in no mood to work.,අයිම් ඉන් නෝ මූඩ් ටු වර්ක්.,මට දැන් වැඩ කරන්න හිතක් නෑ.,intermediate
im-feeling-lazy-today,s-feelings-emotions,I'm feeling lazy today.,අයිම් ෆීලිං ලේසි ටුඩේ.,අද මට ටිකක් කම්මැලි.,beginner
im-too-lazy-to-move,s-everyday-conversations,I'm too lazy to move.,අයිම් ටූ ලේසි ටු මූව්.,මට නැගිටින්නවත් කම්මැලියි.,beginner
i-could-stay-here-all-day,s-everyday-conversations,I could stay here all day.,අයි කුඩ් ස්ටේ හියර් ඕල් ඩේ.,මට දවසම මෙතන ඉන්න පුළුවන්.,intermediate
i-dont-wanna-get-up,s-everyday-conversations,I don't wanna get up.,අයි ඩෝන්ට් වොනා ගෙට් අප්.,මට නැගිටින්න හිතෙන්නේ නෑ.,beginner
five-more-minutes,s-meetings,Five more minutes.,ෆයිව් මෝර් මිනිට්ස්.,තව විනාඩි පහක්.,beginner
i-need-coffee-first,s-restaurants-food,I need coffee first.,අයි නීඩ් කෝෆි ෆර්ස්ට්.,මුලින්ම මට coffee එකක් ඕන.,beginner
give-me-a-minute-to-wake,s-everyday-conversations,Give me a minute to wake up.,ගිව් මී අ මිනිට් ටු වේක් අප්.,මට ටිකක් ඇහැරෙන්න වෙලාව දෙන්න.,intermediate
i-stayed-up-too-late,s-everyday-conversations,I stayed up too late.,අයි ස්ටේඩ් අප් ටූ ලේට්.,මං ඊයේ රෑ වැඩි වෙලාවක් ඇහැරගෙන හිටියා.,beginner
i-didnt-sleep-much,s-home,I didn't sleep much.,අයි ඩිඩන්ට් ස්ලීප් මච්.,මං වැඩිය නිදාගත්තේ නෑ.,beginner
i-slept-through-my-alarm,s-everyday-conversations,I slept through my alarm.,අයි ස්ලෙප්ට් ත්රූ මයි අලාම්.,alarm එක ඇහුණේවත් නැතුව මට නින්ද ගියා.,beginner
i-woke-up-late,s-home,I woke up late.,අයි වෝක් අප් ලේට්.,මං පරක්කු වෙලා ඇහැරුණා.,beginner
i-woke-up-early-for-once,s-home,I woke up early for once.,අයි වෝක් අප් අර්ලි ෆෝ වන්ස්.,අද නම් කාලෙකින් වේලාසනින් ඇහැරුණා.,intermediate
im-ready-for-the-day,s-everyday-conversations,I'm ready for the day.,අයිම් රෙඩි ෆෝ ද ඩේ.,අද දවසට මං ලෑස්තියි.,beginner
lets-get-the-day-started,s-everyday-conversations,Let's get the day started.,ලෙට්ස් ගෙට් ද ඩේ ස්ටාර්ටිඩ්.,අද දවස පටන් ගමු.,beginner
whats-the-plan-for-today,s-making-plans,What's the plan for today?,වට්ස් ද ප්ලෑන් ෆෝ ටුඩේ?,අද plan එක මොකක්ද?,beginner
i-might-go-out-later,s-everyday-conversations,I might go out later.,අයි මයිට් ගෝ අවුට් ලේටර්.,මං පස්සේ එළියට යන්න පුළුවන්.,beginner
ill-see-how-i-feel,s-feelings-emotions,I'll see how I feel.,අයිල් සී හවු අයි ෆීල්.,එවෙලේ මට කොහොමද හිතෙන්නේ කියලා බලන්නම්.,beginner
i-havent-made-up-my-mind,s-everyday-conversations,I haven't made up my mind.,අයි හැවන්ට් මේඩ් අප් මයි මයින්ඩ්.,මං තාම තීරණයක් ගත්තේ නෑ.,intermediate
im-still-on-the-fence,s-everyday-conversations,I'm still on the fence.,අයිම් ස්ටිල් ඔන් ද ෆෙන්ස්.,මං තාම දෙපැත්ත අතරේ තීරණයක් නැතුව ඉන්නේ.,beginner
i-could-go-either-way,s-everyday-conversations,I could go either way.,අයි කුඩ් ගෝ ඊදර් වේ.,දෙකෙන් ඕන එකක් කරන්න පුළුවන්.,beginner
im-leaning-toward-staying-home,s-home,I'm leaning toward staying home.,අයිම් ලීනිං ටුවෝර්ඩ් ස්ටේයිං හෝම්.,ගෙදර ඉන්න පැත්තට තමයි මගේ හිත වැඩියෙන් යන්නේ.,beginner
ill-decide-at-the-last-minute,s-everyday-conversations,I'll decide at the last minute.,අයිල් ඩිසයිඩ් ඇට් ද ලාස්ට් මිනිට්.,අන්තිම වෙලාවේ තීරණය කරන්නම්.,intermediate
im-keeping-my-options-open,s-everyday-conversations,I'm keeping my options open.,අයිම් කීපිං මයි ඔප්ෂන්ස් ඕපන්.,මං options ටික open තියාගෙන ඉන්නේ.,beginner
im-not-making-any-promises,s-everyday-conversations,I'm not making any promises.,අයිම් නොට් මේකිං එනි ප්‍රොමිසස්.,මං පොරොන්දු වෙන්නේ නෑ.,beginner
i-should-be-able-to-make,s-everyday-conversations,I should be able to make it.,අයි ෂුඩ් බී ඒබල් ටු මේක් ඉට්.,මට එන්න පුළුවන් වෙයි.,intermediate
dont-wait-for-me,s-everyday-conversations,Don't wait for me.,ඩෝන්ට් වේට් ෆෝ මී.,මං එනකම් බලාගෙන ඉන්න එපා.,beginner
ill-catch-up-with-you,s-everyday-conversations,I'll catch up with you.,අයිල් කැච් අප් විත් යූ.,මං පස්සේ ඔයාලට එකතු වෙන්නම්.,beginner
save-me-a-seat,s-everyday-conversations,Save me a seat.,සේව් මී අ සීට්.,මටත් seat එකක් තියාගන්න.,beginner
im-right-behind-you,s-everyday-conversations,I'm right behind you.,අයිම් රයිට් බිහයින්ඩ් යූ.,මං ඔයාට පස්සෙන්ම එනවා.,beginner
lead-the-way,s-everyday-conversations,Lead the way.,ලීඩ් ද වේ.,ඔයා ඉස්සරහින් යන්න.,beginner
you-go-first,s-everyday-conversations,You go first.,යූ ගෝ ෆර්ස්ට්.,ඔයා මුලින් යන්න.,beginner
ill-follow-you,s-everyday-conversations,I'll follow you.,අයිල් ෆොලෝ යූ.,මං ඔයා පස්සෙන් එන්නම්.,beginner
which-way-are-we-going,s-giving-directions,Which way are we going?,විච් වේ ආර් වී ගෝයිං?,අපි මොන පැත්තටද යන්නේ?,beginner
are-we-going-the-right-way,s-asking-questions,Are we going the right way?,අර් වී ගෝයිං ද රයිට් වේ?,අපි හරි පාරේද යන්නේ?,intermediate
i-think-were-lost,s-everyday-conversations,I think we're lost.,අයි තින්ක් වීර් ලොස්ට්.,මං හිතන්නේ අපි පාර වැරදිලා.,beginner
this-doesnt-look-familiar,s-everyday-conversations,This doesn't look familiar.,දිස් ඩසන්ට් ලුක් ෆැමිලියර්.,මේ තැන මට හුරු නෑ.,beginner
lets-turn-around,s-everyday-conversations,Let's turn around.,ලෙට්ස් ටර්න් අරවුන්ඩ්.,අපි ආපහු හැරෙමු.,beginner
we-mustve-missed-the-turn,s-everyday-conversations,We must've missed the turn.,වී මස්ටව් මිස්ට් ද ටර්න්.,අපිට හැරෙන්න තිබුණු තැන miss වෙන්න ඇති.,beginner
